flow,signal,type,x,y,degree,congestion_label
-6.375158429145812988e-01,-7.415283322334289551e-01,1.290994405746459961e+00,9.648612141609191895e-01,9.306246042251586914e-01,0.000000000000000000e+00,4.132392108440399170e-01
-1.684962660074234009e-01,2.055003643035888672e+00,0.000000000000000000e+00,-8.449023365974426270e-01,-7.351717352867126465e-01,0.000000000000000000e+00,6.346226930618286133e-01
1.600866198539733887e+00,1.208583340048789978e-01,1.118034005165100098e+00,4.717801511287689209e-01,-1.773261785507202148e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.658838219940662384e-02,-1.680488467216491699e+00,0.000000000000000000e+00,-1.148154854774475098e+00,6.664092540740966797e-01,0.000000000000000000e+00,5.316680073738098145e-01
-2.767100632190704346e-01,-6.268822550773620605e-01,1.118034005165100098e+00,1.326325535774230957e+00,-1.369180083274841309e+00,0.000000000000000000e+00,3.992775678634643555e-01
1.838194578886032104e-01,5.499524474143981934e-01,-1.118034005165100098e+00,-2.442620247602462769e-01,1.140360593795776367e+00,0.000000000000000000e+00,3.697246909141540527e-01
-1.453211069107055664e+00,8.298286199569702148e-01,1.118034005165100098e+00,-1.161016702651977539e+00,9.940245151519775391e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.163589179515838623e-01,-7.880640625953674316e-01,-1.118034005165100098e+00,-1.678140163421630859e+00,-4.706894978880882263e-02,0.000000000000000000e+00,6.153149008750915527e-01
-6.297925114631652832e-01,7.603423595428466797e-01,1.118034005165100098e+00,2.128636837005615234e-01,5.868925452232360840e-01,0.000000000000000000e+00,2.460364252328872681e-01
1.601820588111877441e+00,1.299929499626159668e+00,-1.118034005165100098e+00,1.010375171899795532e-01,-8.942651152610778809e-01,0.000000000000000000e+00,9.900740981101989746e-01
-1.441428422927856445e+00,9.462434053421020508e-01,-1.118034005165100098e+00,7.644515633583068848e-01,-3.075610101222991943e-01,0.000000000000000000e+00,2.882572636008262634e-02
-2.831294015049934387e-02,-1.411718487739562988e+00,0.000000000000000000e+00,1.355116009712219238e+00,1.003652453422546387e+00,0.000000000000000000e+00,5.030192136764526367e-01
6.440786719322204590e-01,3.359197080135345459e-01,-1.324244379997253418e+00,-4.041167795658111572e-01,1.332075595855712891e+00,0.000000000000000000e+00,6.588007211685180664e-01
-1.003142595291137695e+00,8.577033281326293945e-01,1.083472609519958496e+00,1.150630831718444824e+00,6.635499000549316406e-01,0.000000000000000000e+00,1.635428965091705322e-01
-5.162627100944519043e-01,-9.791439771652221680e-01,-1.324244379997253418e+00,-1.381242513656616211e+00,-1.367848157882690430e+00,0.000000000000000000e+00,3.444880247116088867e-01
-3.411802351474761963e-01,-1.943602204322814941e+00,1.083472609519958496e+00,-3.055666983127593994e-01,1.236116409301757812e+00,0.000000000000000000e+00,4.465304017066955566e-01
9.743650555610656738e-01,5.459716320037841797e-01,-1.203858777880668640e-01,6.225070953369140625e-01,-9.060846567153930664e-01,0.000000000000000000e+00,8.003049492835998535e-01
-5.771689414978027344e-01,8.772307038307189941e-01,1.083472609519958496e+00,9.393580555915832520e-01,-6.316297501325607300e-02,0.000000000000000000e+00,2.797931432723999023e-01
-7.780326604843139648e-01,5.549404621124267578e-01,1.083472609519958496e+00,7.291063070297241211e-01,-1.252621531486511230e+00,0.000000000000000000e+00,3.042149245738983154e-01
1.425975918769836426e+00,-1.501344442367553711e+00,-1.324244379997253418e+00,1.190160751342773438e+00,7.648361921310424805e-01,0.000000000000000000e+00,9.395552277565002441e-01
-1.373767375946044922e+00,5.995044112205505371e-01,-1.203858777880668640e-01,-1.451555609703063965e+00,6.103587150573730469e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.545135974884033203e+00,6.528184413909912109e-01,-1.203858777880668640e-01,-1.089281439781188965e+00,-1.017217993736267090e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.563856184482574463e-01,1.735912919044494629e+00,3.841106593608856201e-01,-1.833390355110168457e+00,-1.643543481826782227e+00,0.000000000000000000e+00,7.563579678535461426e-01
-2.374439537525177002e-01,1.185221225023269653e-01,1.664479494094848633e+00,1.167708873748779297e+00,9.353222250938415527e-01,0.000000000000000000e+00,4.666904211044311523e-01
-7.242733836174011230e-01,-7.766188979148864746e-01,-8.962581753730773926e-01,7.324733734130859375e-01,-1.278915166854858398e+00,0.000000000000000000e+00,4.102115929126739502e-01
1.656036972999572754e+00,-7.112236022949218750e-01,-8.962581753730773926e-01,-3.629172146320343018e-01,9.870809912681579590e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.714796602725982666e-01,-9.643958210945129395e-01,-8.962581753730773926e-01,1.667488068342208862e-01,3.756625354290008545e-01,0.000000000000000000e+00,7.030721902847290039e-01
-1.663308858871459961e+00,1.214184403419494629e+00,-8.962581753730773926e-01,-9.360521435737609863e-01,1.141019225120544434e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.948952168226242065e-02,-8.908928036689758301e-01,3.841106593608856201e-01,-1.436996608972549438e-01,-1.369359374046325684e+00,0.000000000000000000e+00,6.385526657104492188e-01
9.734359979629516602e-01,-8.813333511352539062e-01,3.841106593608856201e-01,-3.137679770588874817e-02,1.840214133262634277e-01,0.000000000000000000e+00,9.106996059417724609e-01
6.807394623756408691e-01,1.359221220016479492e+00,-8.962581753730773926e-01,-5.863667130470275879e-01,-1.085624191910028458e-02,0.000000000000000000e+00,8.767174482345581055e-01
-1.492542505264282227e+00,-2.033754736185073853e-01,1.664479494094848633e+00,1.826869249343872070e+00,6.795660853385925293e-01,0.000000000000000000e+00,1.754600703716278076e-01
-1.666258811950683594e+00,-1.662323623895645142e-01,1.603567361831665039e+00,-9.759773612022399902e-01,-1.084090113639831543e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.966551780700683594e-01,1.037112355232238770e+00,2.672612071037292480e-01,1.194358229637145996e+00,-1.698438525199890137e-01,0.000000000000000000e+00,3.923196494579315186e-01
-2.661153674125671387e-01,-4.318881034851074219e-01,2.672612071037292480e-01,9.002067446708679199e-01,-2.441821336746215820e+00,0.000000000000000000e+00,2.615371048450469971e-01
1.975528836250305176e+00,-1.179570555686950684e+00,-1.069044828414916992e+00,9.151400998234748840e-03,1.525615900754928589e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.530462980270385742e-01,3.438833057880401611e-01,-1.069044828414916992e+00,1.055193424224853516e+00,4.093850255012512207e-01,0.000000000000000000e+00,2.992688715457916260e-01
1.690654605627059937e-01,1.028405785560607910e+00,-1.069044828414916992e+00,7.142124772071838379e-01,-1.082593202590942383e-02,0.000000000000000000e+00,4.511350393295288086e-01
9.802093356847763062e-02,-2.051396846771240234e+00,-1.069044828414916992e+00,-9.129436016082763672e-01,1.022779107093811035e+00,0.000000000000000000e+00,3.979667127132415771e-01
5.550299882888793945e-01,8.381947875022888184e-01,1.603567361831665039e+00,-1.958248496055603027e+00,4.647053182125091553e-01,0.000000000000000000e+00,5.683129429817199707e-01
1.047186613082885742e+00,1.019824028015136719e+00,2.672612071037292480e-01,-5.221183300018310547e-01,7.680951356887817383e-01,0.000000000000000000e+00,6.946008205413818359e-01
-1.262756705284118652e+00,-4.383332431316375732e-01,2.672612071037292480e-01,4.961643517017364502e-01,8.890568614006042480e-01,0.000000000000000000e+00,1.210691332817077637e-01
9.273749589920043945e-01,-1.731360793113708496e+00,-1.083472609519958496e+00,2.037021636962890625e+00,3.015291094779968262e-01,0.000000000000000000e+00,6.499316096305847168e-01
-5.359940230846405029e-02,-2.882947213947772980e-03,1.324244379997253418e+00,7.906772941350936890e-02,-6.940304636955261230e-01,0.000000000000000000e+00,3.694081902503967285e-01
4.549098014831542969e-01,-1.261089801788330078e+00,1.324244379997253418e+00,-2.253211140632629395e-01,1.422420382499694824e+00,0.000000000000000000e+00,6.025568842887878418e-01
1.752580881118774414e+00,1.086359500885009766e+00,-1.083472609519958496e+00,-1.305831432342529297e+00,1.409402608871459961e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.168016672134399414e+00,6.929177641868591309e-01,-1.083472609519958496e+00,-1.297047853469848633e+00,-1.555476486682891846e-01,0.000000000000000000e+00,2.061315998435020447e-02
-5.865506529808044434e-01,3.990760445594787598e-01,1.203858777880668640e-01,1.027256727218627930e+00,-7.322698831558227539e-01,0.000000000000000000e+00,2.091929167509078979e-01
1.200095534324645996e+00,1.088595166802406311e-01,1.203858777880668640e-01,1.761313825845718384e-01,-6.787564754486083984e-01,0.000000000000000000e+00,7.819507718086242676e-01
-1.113664507865905762e+00,9.733314514160156250e-01,1.203858777880668640e-01,-6.652680039405822754e-01,1.341117143630981445e+00,0.000000000000000000e+00,4.114233702421188354e-02
-1.192038774490356445e+00,-1.272357344627380371e+00,-1.083472609519958496e+00,7.434990406036376953e-01,-8.354600071907043457e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.210922390222549438e-01,1.007146716117858887e+00,1.324244379997253418e+00,-5.695082545280456543e-01,-1.378402590751647949e+00,0.000000000000000000e+00,3.600486516952514648e-01
-6.222160458564758301e-01,4.153100252151489258e-01,1.093216538429260254e+00,6.862974166870117188e-02,3.045601844787597656e-01,0.000000000000000000e+00,1.755052357912063599e-01
-1.140062689781188965e+00,8.937257528305053711e-01,1.093216538429260254e+00,1.483659505844116211e+00,-3.888386487960815430e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.072248995304107666e-01,6.962815523147583008e-01,-4.685212373733520508e-01,1.045604228973388672e+00,1.548321843147277832e+00,0.000000000000000000e+00,3.308144211769104004e-01
2.027132660150527954e-01,-1.338251948356628418e+00,-4.685212373733520508e-01,-8.321578800678253174e-02,-1.572363138198852539e+00,0.000000000000000000e+00,4.207893610000610352e-01
7.627785801887512207e-01,-1.467851400375366211e+00,1.093216538429260254e+00,6.489006876945495605e-01,-5.390134453773498535e-01,0.000000000000000000e+00,5.764653682708740234e-01
1.511968374252319336e+00,-1.251340866088867188e+00,1.093216538429260254e+00,-1.169796347618103027e+00,-1.446375370025634766e+00,0.000000000000000000e+00,8.425000905990600586e-01
-5.913101434707641602e-01,8.938328623771667480e-01,-4.685212373733520508e-01,2.046470642089843750e-01,1.040786266326904297e+00,0.000000000000000000e+00,1.805918216705322266e-01
-8.187694549560546875e-01,7.095541954040527344e-01,-4.685212373733520508e-01,-6.653029918670654297e-01,8.150080442428588867e-01,0.000000000000000000e+00,7.581529021263122559e-02
1.877213239669799805e+00,-6.782689094543457031e-01,-4.685212373733520508e-01,-2.040256023406982422e+00,-4.844121038913726807e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.750913143157958984e-01,1.127009272575378418e+00,-2.030258893966674805e+00,5.071306824684143066e-01,7.223253846168518066e-01,0.000000000000000000e+00,6.788036227226257324e-02
-1.241238117218017578e+00,7.744190692901611328e-01,-6.030226349830627441e-01,-1.214635252952575684e+00,1.423433542251586914e+00,0.000000000000000000e+00,1.780872642993927002e-01
5.561101436614990234e-01,-6.400935053825378418e-01,-2.110579490661621094e+00,7.863579392433166504e-01,-6.359158754348754883e-01,0.000000000000000000e+00,8.133492469787597656e-01
7.996950149536132812e-01,4.096512869000434875e-02,-6.030226349830627441e-01,9.152666330337524414e-01,-1.587179422378540039e+00,0.000000000000000000e+00,8.104716539382934570e-01
-1.294134616851806641e+00,6.260225772857666016e-01,9.045341014862060547e-01,6.910197138786315918e-01,1.367468833923339844e+00,0.000000000000000000e+00,1.523823291063308716e-01
7.383423447608947754e-01,8.123742789030075073e-02,-6.030226349830627441e-01,-7.936466932296752930e-01,9.598743915557861328e-02,0.000000000000000000e+00,8.525583744049072266e-01
7.329813241958618164e-01,-1.493274211883544922e+00,9.045341014862060547e-01,1.372681856155395508e+00,-1.494682431221008301e+00,0.000000000000000000e+00,8.342829942703247070e-01
3.946929275989532471e-01,-7.189074754714965820e-01,9.045341014862060547e-01,-1.084907293319702148e+00,8.542546033859252930e-01,0.000000000000000000e+00,8.677052259445190430e-01
-1.863324403762817383e+00,1.257536172866821289e+00,-6.030226349830627441e-01,-1.487035393714904785e+00,-7.114793360233306885e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.230973675847053528e-01,1.495443701744079590e+00,9.045341014862060547e-01,8.297175765037536621e-01,3.409834504127502441e-01,0.000000000000000000e+00,5.944704413414001465e-01
1.053778290748596191e+00,-1.423351168632507324e+00,9.045341014862060547e-01,-1.481968443840742111e-02,-2.932021617889404297e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.208053946495056152e+00,8.850663304328918457e-01,0.000000000000000000e+00,1.360255181789398193e-01,3.147761523723602295e-01,0.000000000000000000e+00,3.585239052772521973e-01
-1.278551667928695679e-01,3.431333303451538086e-01,0.000000000000000000e+00,-4.844801127910614014e-01,-1.174228787422180176e+00,0.000000000000000000e+00,5.310899615287780762e-01
1.476245880126953125e+00,5.300762057304382324e-01,0.000000000000000000e+00,9.708701968193054199e-01,2.131038665771484375e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.745261132717132568e-01,-4.039664268493652344e-01,-1.581138849258422852e+00,-1.519929051399230957e+00,4.377093017101287842e-01,0.000000000000000000e+00,7.485941648483276367e-01
1.261462926864624023e+00,4.851380884647369385e-01,0.000000000000000000e+00,3.786554187536239624e-02,7.960698008537292480e-01,0.000000000000000000e+00,9.434858560562133789e-01
5.318357348442077637e-01,-1.062301397323608398e+00,-1.581138849258422852e+00,-4.544683396816253662e-01,-6.108174324035644531e-01,0.000000000000000000e+00,7.492929697036743164e-01
-2.437519133090972900e-01,1.859945654869079590e+00,0.000000000000000000e+00,1.623080968856811523e+00,3.091128766536712646e-01,0.000000000000000000e+00,5.505956411361694336e-01
-2.061971187591552734e+00,-1.118950486183166504e+00,0.000000000000000000e+00,-1.607801318168640137e+00,1.066045537590980530e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.728302061557769775e-02,-1.603783726692199707e+00,1.581138849258422852e+00,3.154087662696838379e-01,-1.213379621505737305e+00,0.000000000000000000e+00,6.197444796562194824e-01
-9.971771389245986938e-02,8.564172685146331787e-02,1.581138849258422852e+00,9.834275245666503906e-01,-1.096884965896606445e+00,0.000000000000000000e+00,6.435952782630920410e-01
-4.086044132709503174e-01,9.203563332557678223e-01,6.546536087989807129e-01,1.519231081008911133e+00,6.789498925209045410e-01,0.000000000000000000e+00,3.747867047786712646e-01
-3.275165259838104248e-01,1.189584732055664062e+00,6.546536087989807129e-01,1.271615266799926758e+00,-1.568986177444458008e+00,0.000000000000000000e+00,4.033637046813964844e-01
1.631351947784423828e+00,1.144625306129455566e+00,-1.527525424957275391e+00,1.078119635581970215e+00,-5.440093278884887695e-01,0.000000000000000000e+00,9.937213659286499023e-01
1.558454871177673340e+00,-4.761506915092468262e-01,-1.527525424957275391e+00,-1.590316295623779297e+00,4.767614901065826416e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.041492819786071777e+00,6.180620193481445312e-01,6.546536087989807129e-01,-1.417228817939758301e+00,1.284974813461303711e+00,0.000000000000000000e+00,8.054052591323852539e-01
-8.268474340438842773e-01,-6.326246261596679688e-01,6.546536087989807129e-01,1.338783353567123413e-01,-8.870210051536560059e-01,0.000000000000000000e+00,1.101821511983871460e-01
-1.407683014869689941e+00,-1.474194169044494629e+00,6.546536087989807129e-01,8.659479208290576935e-03,5.901110172271728516e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.751213431358337402e-01,6.659343838691711426e-01,6.546536087989807129e-01,-2.367970496416091919e-01,1.254235625267028809e+00,0.000000000000000000e+00,2.510378360748291016e-01
-7.427585124969482422e-01,-1.644820690155029297e+00,6.546536087989807129e-01,-4.410455822944641113e-01,1.848734766244888306e-01,0.000000000000000000e+00,2.882411181926727295e-01
5.723356828093528748e-02,-3.107721209526062012e-01,-1.527525424957275391e+00,-3.261195421218872070e-01,-1.469891190528869629e+00,0.000000000000000000e+00,5.262287855148315430e-01
-1.243121981620788574e+00,-5.283175110816955566e-01,-6.546536087989807129e-01,-1.071038246154785156e+00,5.923942327499389648e-01,0.000000000000000000e+00,1.102070417255163193e-02
4.400771260261535645e-01,1.336854577064514160e+00,-6.546536087989807129e-01,-1.533785462379455566e-01,-3.799827992916107178e-01,0.000000000000000000e+00,5.857751965522766113e-01
-1.165095210075378418e+00,1.451398730278015137e+00,-6.546536087989807129e-01,-1.183621048927307129e+00,-5.191256850957870483e-02,0.000000000000000000e+00,1.831923611462116241e-02
9.656977057456970215e-01,-1.465007901191711426e+00,-6.546536087989807129e-01,7.668587565422058105e-01,-1.496507406234741211e+00,0.000000000000000000e+00,6.661515831947326660e-01
-1.155823945999145508e+00,4.499559402465820312e-01,-6.546536087989807129e-01,1.111981645226478577e-01,1.506914854049682617e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.657898664474487305e+00,8.538816571235656738e-01,1.527525424957275391e+00,1.344140291213989258e+00,4.455710053443908691e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.687822461128234863e-01,5.293785929679870605e-01,1.527525424957275391e+00,-7.318510413169860840e-01,-8.253761529922485352e-01,0.000000000000000000e+00,7.220906615257263184e-01
3.288154304027557373e-01,-1.203826665878295898e+00,-6.546536087989807129e-01,-9.400199055671691895e-01,1.767099499702453613e-01,0.000000000000000000e+00,5.291272401809692383e-01
1.122446730732917786e-01,-7.647864222526550293e-01,-6.546536087989807129e-01,-3.976615145802497864e-02,-1.412214279174804688e+00,0.000000000000000000e+00,4.223979115486145020e-01
-9.094763994216918945e-01,-6.595311760902404785e-01,1.527525424957275391e+00,1.897476911544799805e+00,1.444404721260070801e+00,0.000000000000000000e+00,4.881001636385917664e-02
1.318176150321960449e+00,-1.285196840763092041e-01,2.000000000000000000e+00,-1.576284408569335938e+00,1.407847404479980469e+00,0.000000000000000000e+00,1.000000000000000000e+00
-8.734264373779296875e-01,1.749181747436523438e+00,-5.000000000000000000e-01,1.049657344818115234e+00,-7.404229044914245605e-01,0.000000000000000000e+00,2.343341559171676636e-01
1.028251051902770996e+00,-7.887853980064392090e-01,-5.000000000000000000e-01,1.149106383323669434e+00,1.771869421005249023e+00,0.000000000000000000e+00,9.432340860366821289e-01
1.073861718177795410e+00,-3.989013731479644775e-01,-5.000000000000000000e-01,-3.712833225727081299e-01,-2.359470576047897339e-01,0.000000000000000000e+00,9.168692231178283691e-01
-7.677767872810363770e-01,-8.283926248550415039e-01,-5.000000000000000000e-01,-1.609718918800354004e+00,-6.395405530929565430e-01,0.000000000000000000e+00,3.322561085224151611e-01
-1.693439841270446777e+00,-8.851772546768188477e-01,-5.000000000000000000e-01,-8.140040189027786255e-02,-1.168674677610397339e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.304782986640930176e-01,1.324969083070755005e-01,-5.000000000000000000e-01,-1.128437276929616928e-02,-1.225267767906188965e+00,0.000000000000000000e+00,7.435455322265625000e-01
-9.018922448158264160e-01,1.947383284568786621e+00,-5.000000000000000000e-01,9.782409071922302246e-01,-1.119181513786315918e+00,0.000000000000000000e+00,2.284124791622161865e-01
7.328803539276123047e-01,-9.209304451942443848e-01,2.000000000000000000e+00,-5.661670565605163574e-01,-1.408477872610092163e-01,0.000000000000000000e+00,8.266927599906921387e-01
-4.471126198768615723e-01,1.216413825750350952e-01,-5.000000000000000000e-01,1.039135098457336426e+00,1.038359642028808594e+00,0.000000000000000000e+00,3.770326077938079834e-01
7.111669182777404785e-01,9.835491776466369629e-01,7.453560233116149902e-01,-8.207712769508361816e-01,1.858850121498107910e+00,0.000000000000000000e+00,7.498196959495544434e-01
